text,class_id,class_name
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches. Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Whitish flecks on leaf blade. Tip region most affected. Leaves feel dry.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Necrotic areas on leaf blade. Margins discoloured. Spreading under humid conditions.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,2,LEAF_RUST
Small circular orange-rust coloured spots on adaxial surface. Powdery spore deposits on abaxial side.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly. Portions of leaf removed. Skeletonized areas on some leaves. Frass present nearby.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Brown patches on leaf margins. Tissue soft at edges. Worse in lower shaded canopy.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Rust-coloured spore masses on abaxial surface. Upper leaf shows yellow-orange chlorotic spots above each pustule. Raised lesions on tender flush. Scattered distribution. Tips show some dieback.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Small angular marks on young leaves. Some tip wilting visible. Cause not immediately clear.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Fine stippling on upper surface. Some leaf curl. Could reflect feeding damage or other stress.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches. Browning from leaf tip progressing inward. Soft water-soaked appearance at active edge.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface.,2,LEAF_RUST
Orange-yellow spots on leaf surface. Powdery texture. Both leaf surfaces show discolouration. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Rust-coloured patches on lower leaf. Upper surface pale above affected areas.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow. Brown spots on new foliage. Raised texture at lesion centres. Shoot tips look unhealthy.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Orange-yellow powdery pustules on lower leaf surface. Corresponding pale spots visible on upper surface. Pale speckling on upper leaf surface. Margins slightly curled. Yellowing visible on some leaves.,2,LEAF_RUST
Yellow-orange raised pustules in irregular groups on leaf underside. Upper surface pale yellow above each cluster.,2,LEAF_RUST
Dense orange-yellow pustule clusters on abaxial leaf surface. Surrounding tissue yellowing rapidly. Holes and torn edges on leaf blade. Some veins exposed. Frass visible below.,2,LEAF_RUST
Rust-orange raised spots with powdery texture on lower leaf surface. Upper surface shows corresponding pale patches.,2,LEAF_RUST
Orange deposits visible on leaf underside. Slow spread. Surrounding tissue slightly yellow.,2,LEAF_RUST
Orange pustules coalescing on lower leaf surface. Leaves yellowing and dropping in severely affected patches.,2,LEAF_RUST
Bright orange urediniospore pustules scattered on underside of leaves. Spores dust off when touched. Leaf tissue missing in irregular patches. Ragged edges at margin. Origin not confirmed.,2,LEAF_RUST
