# SYNTHETIC weather assignment for LEAF tea crops -- NOT capture provenance.
# Dates are hashed from (image_file, box_idx), independently of class label.
image_file,box_idx,assigned_date,tmax,tmin,tmean,rh_am,rh_pm,rain_mm,rain_7d,rainless_days,sunshine_hours,vpd_kpa
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,3,2026-08-14,32.0,25.0,28.5,88.0,73.5,49.6,141.10000000000005,0.0,0.0,0.7490905597531541
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,4,2025-12-29,22.5,10.5,16.5,89.0,49.5,0.0,0.0,60.0,0.0,0.5772315689846858
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,5,2025-02-12,29.8,20.5,25.15,95.0,48.0,0.0,0.0,52.0,7.4,0.9109146262782568
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,6,2024-12-14,24.5,11.0,17.75,47.0,39.0,0.0,0.0,14.0,7.8,1.1581074476781124
225_jpg.rf.64509b43824423881ac2fb1391de7c06.jpg,7,2026-07-03,33.8,26.5,30.15,85.0,75.0,11.4,84.80000000000003,0.0,3.6,0.855941561027743
22_jpg.rf.b563c170f475a98253e29e444debeaf9.jpg,0,2026-05-04,35.2,20.0,27.6,76.0,61.0,0.0,145.8,1.0,7.0,1.1632263174920756
232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730.jpg,0,2024-03-16,33.5,21.0,27.25,83.0,45.0,14.0,14.0,0.0,5.8,1.302468324995894
232_jpg.rf.b661ff5ef1a851ca667b582b38a2f730.jpg,1,2026-05-24,38.0,29.5,33.75,76.0,61.0,0.0,1.000000000000021,8.0,8.0,1.652383905813311
239_jpg.rf.4a88c11b21478e901d7751b9c8f82093.jpg,0,2026-02-01,26.5,15.0,20.75,86.0,61.0,0.0,0.0,94.0,2.0,0.6490035404246385
239_jpg.rf.4a88c11b21478e901d7751b9c8f82093.jpg,1,2024-06-01,35.5,26.4,30.95,73.0,54.0,0.0,38.6,5.0,4.0,1.6351341803867783
246_jpg.rf.1213826e3cca77475ee465052bae47ad.jpg,0,2024-08-13,33.8,26.6,30.2,85.0,83.0,0.0,38.599999999999994,2.0,0.0,0.6867172867973983
249_jpg.rf.3ce7b97ed827dbddab462c65972c87ce.jpg,0,2024-09-09,32.2,26.0,29.1,84.0,87.0,12.0,24.8,0.0,4.4,0.5841882413725775
262_jpg.rf.533171c56729f4edc18270dabf6f5b68.jpg,0,2024-05-31,31.0,26.6,28.8,83.0,73.0,2.2,38.6,4.0,2.4,0.8711147785011623
265_jpg.rf.ca0be0e93b6af8eba3d6bd571eab3f79.jpg,0,2025-05-04,35.0,24.6,29.8,76.0,61.0,0.0,47.4,2.0,10.6,1.3213092724389606
26_jpg.rf.e69178fb28afcbd15a901a3652fa4d24.jpg,0,2025-09-30,35.0,26.0,30.5,84.0,73.0,0.0,125.6,2.0,9.0,0.9387500539078156
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05.jpg,0,2025-06-10,36.2,26.8,31.5,73.5,65.0,0.0,5.8,6.0,9.2,1.4212861876803426
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05.jpg,1,2024-12-03,27.5,18.5,23.0,69.0,77.0,0.0,14.0,3.0,2.2,0.7585481580472087
27_jpg.rf.69fff94b82a04306ad8cd11ec113575b.jpg,0,2026-07-26,32.5,24.4,28.45,85.0,75.0,3.0,143.00000000000003,0.0,0.0,0.7760214819870301
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,0,2024-07-21,33.0,26.6,29.8,89.0,69.0,2.6,32.199999999999996,0.0,7.0,0.8808728482926403
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,1,2024-02-12,28.2,12.4,20.3,73.0,68.0,0.0,0.0,10.0,4.4,0.7027075044969864
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,2,2026-07-15,33.8,25.5,29.65,85.0,75.0,7.8,125.20000000000002,0.0,0.0,0.8317248942656255
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,0,2025-11-25,27.0,14.5,20.75,72.0,65.0,0.0,0.0,26.0,6.0,0.7714570386179663
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,1,2024-11-17,29.0,15.5,22.25,73.0,41.0,0.0,0.0,20.0,8.8,1.1543299521301666
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,2,2026-01-13,24.6,11.5,18.05,52.0,54.0,0.0,0.0,75.0,8.0,0.9731288715787637
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e.jpg,0,2025-07-08,28.8,25.5,27.15,85.0,75.0,51.0,104.6,0.0,0.0,0.7193671974833941
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e.jpg,1,2026-03-21,31.0,20.0,25.5,78.0,54.5,1.4,24.600000000000016,4.0,3.5,1.1013828590220138
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,0,2026-04-10,33.0,21.0,27.0,77.0,49.0,5.4,79.20000000000002,0.0,8.5,1.319175865050013
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,1,2024-10-28,32.5,24.2,28.35,95.0,66.0,20.2,192.8,0.0,5.8,0.7522414361916206
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,2,2025-03-15,36.2,23.8,30.0,80.0,40.0,0.0,0.0,83.0,6.85,1.6972260235036054
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,3,2024-11-18,27.8,16.5,22.15,73.0,51.0,0.0,0.0,21.0,8.8,1.013916266140033
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,4,2025-12-17,25.0,14.0,19.5,80.0,49.5,0.0,0.0,48.0,0.0,0.7990752355956092
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,5,2025-08-30,33.0,25.0,29.0,88.0,73.5,1.4,34.4,1.0,8.0,0.7710929380165398
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,0,2025-10-31,29.0,24.0,26.5,84.5,73.0,1.8,43.80000000000001,1.0,5.0,0.7356925012445379
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,1,2025-12-15,26.8,13.5,20.15,72.0,49.5,0.0,0.0,46.0,6.4,0.9263320091288335
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,2,2024-08-06,32.6,27.0,29.8,84.0,81.0,1.2,93.4,1.0,0.0,0.7340607069105339
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,3,2024-10-08,34.0,24.5,29.25,85.0,72.0,0.0,36.99999999999999,3.0,3.8,0.8737415022103601
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,4,2025-11-12,27.8,15.5,21.65,80.0,65.0,0.0,0.0,13.0,9.0,0.7117139709621703
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,0,2025-10-30,30.6,23.6,27.1,84.5,73.0,16.0,42.000000000000014,0.0,1.0,0.7620909953495995
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,1,2024-07-03,32.0,25.0,28.5,92.0,75.0,4.2,18.799999999999997,0.0,0.0,0.6420776226455608
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,2,2026-01-20,29.0,14.0,21.5,72.0,54.0,0.0,0.0,82.0,3.0,0.9488352966425214
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,3,2024-08-17,35.0,26.5,30.75,79.0,64.0,0.2,16.6,2.0,7.0,1.2622776572232515
367_jpg.rf.7433d03d70d383cb91830e4b2bf60911.jpg,0,2025-05-09,39.0,25.5,32.25,76.0,61.0,0.0,5.799999999999996,2.0,8.2,1.519043649074529
367_jpg.rf.7433d03d70d383cb91830e4b2bf60911.jpg,1,2026-08-01,33.2,26.0,29.6,88.0,73.5,4.6,119.40000000000003,0.0,2.1,0.7982362176481106
369_jpg.rf.5dd2edbd0057e2eb32a306c00f8361b5.jpg,0,2025-07-27,33.5,26.0,29.75,85.0,75.0,1.0,101.4,1.0,2.6,0.8365199777759387
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,0,2025-11-28,28.8,13.2,21.0,81.0,65.0,0.0,0.0,29.0,8.4,0.6714914572634577
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,1,2024-07-18,37.6,26.6,32.1,79.0,70.0,1.6,35.8,1.0,7.6,1.21933609342344
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,2,2024-03-11,33.5,17.0,25.25,57.0,51.0,0.0,0.4,24.0,9.0,1.4790184644566164
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,3,2024-04-25,41.4,26.2,33.8,33.0,34.0,0.0,0.0,30.0,9.2,3.498107142840094
380_jpg.rf.ae140e24e98145b54b16cb1e1298a35a.jpg,0,2024-10-12,33.5,25.5,29.5,77.0,67.0,0.0,44.39999999999999,2.0,7.5,1.1544079314267308
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,0,2025-08-09,33.4,26.0,29.7,77.0,61.0,0.8,83.20000000000002,1.0,5.5,1.292885130961377
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,1,2024-06-24,36.8,27.6,32.2,76.0,55.0,2.2,6.599999999999999,3.0,8.0,1.6590281910157203
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,2,2024-04-20,41.5,25.0,33.25,31.0,32.0,0.0,0.0,25.0,9.0,3.4942643707073597
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,3,2025-01-05,25.0,11.5,18.25,87.0,52.0,0.0,0.0,14.0,1.6,0.6394805098358258
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,4,2025-11-25,27.0,14.5,20.75,72.0,65.0,0.0,0.0,26.0,6.0,0.7714570386179663
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,0,2025-09-11,34.0,26.2,30.1,79.0,73.0,0.0,9.2,6.0,5.0,1.0241911450897814
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,1,2024-05-07,34.2,19.5,26.85,58.0,60.0,13.0,13.4,0.0,4.0,1.4489747913830295
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,2,2024-09-19,34.8,25.8,30.299999999999997,85.0,71.0,0.0,204.4,2.0,3.0,0.9496575842315342
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,0,2024-05-13,36.0,25.0,30.5,65.0,60.0,0.0,133.10000000000002,1.0,9.0,1.6373547451880506
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,1,2024-08-15,32.8,26.5,29.65,88.0,83.0,5.8,40.2,0.0,5.8,0.6030005483425787
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,2,2025-01-31,29.5,19.5,24.5,96.0,62.0,0.0,0.0,40.0,1.4,0.6456763006851338
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,3,2025-12-18,25.8,13.5,19.65,77.0,49.5,0.0,0.0,49.0,1.0,0.8408758070512949
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,4,2024-06-10,40.2,27.5,33.85,66.0,63.0,0.0,9.2,5.0,9.4,1.8726233218366664
39_jpg.rf.2aa68b194530e4391a84e4ad0147e0a2.jpg,0,2026-06-20,35.4,23.0,29.2,73.5,65.0,111.0,111.00000000000004,0.0,4.2,1.2460539991290833
39_jpg.rf.2aa68b194530e4391a84e4ad0147e0a2.jpg,1,2024-06-11,38.0,26.5,32.25,74.0,75.0,4.2,13.4,0.0,9.0,1.2297020016317617
400_jpg.rf.6b9e448934ba1a91a3a1bce36469e8b1.jpg,0,2026-08-24,33.0,26.2,29.6,88.0,73.5,31.0,37.00000000000004,0.0,1.5,0.7982362176481106
402_jpg.rf.d51237d925cd37819180c5e13e3a6e48.jpg,0,2024-01-07,26.0,12.5,19.25,78.0,69.0,0.0,0.0,7.0,0.0,0.59145354225916
402_jpg.rf.d51237d925cd37819180c5e13e3a6e48.jpg,1,2024-09-18,33.0,25.5,29.25,73.0,72.0,0.0,207.6,1.0,7.9,1.1175763400365073
403_jpg.rf.004fb8c6273b7f12a402a72c736c6b36.jpg,0,2025-09-04,32.0,25.0,28.5,94.0,71.0,22.0,63.4,0.0,1.4,0.6809914179574129
405_jpg.rf.c96985c1be19d0b3e8d8cde7b264b9eb.jpg,0,2024-07-13,33.0,26.4,29.7,83.0,85.0,3.0,25.6,0.0,5.2,0.6672955514639365
409_jpg.rf.c79571e6fe5518fa6aa92563871dd6c9.jpg,0,2025-09-06,33.6,25.5,29.55,88.0,68.0,0.2,59.8,1.0,6.0,0.9096491074734311
412_jpg.rf.eb0bfa4d285bdea5391c66203177de00.jpg,0,2025-07-03,33.0,26.5,29.75,85.0,75.0,1.2,178.6,1.0,2.4,0.8365199777759387
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,0,2025-05-30,34.0,25.6,29.8,76.0,61.0,12.4,27.9,0.0,3.6,1.3213092724389606
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,1,2024-04-29,42.8,25.0,33.9,41.0,38.0,0.0,0.0,34.0,9.8,3.20027733555444
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,2,2026-08-17,30.8,26.0,28.4,88.0,73.5,13.2,148.40000000000003,0.0,5.5,0.7447562654317879
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,3,2026-02-17,30.5,15.5,23.0,65.0,61.0,0.0,0.0,110.0,8.5,1.0394919202869155
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,0,2025-08-01,34.4,26.0,30.2,88.0,70.0,3.2,87.2,0.0,3.8,0.9013164389215849
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,1,2025-02-10,29.8,12.5,21.15,100.0,37.0,0.0,0.0,50.0,8.0,0.7906538754884154
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,2,2024-05-17,38.8,27.4,33.099999999999994,71.0,53.0,0.0,43.2,5.0,6.4,1.9222039683031522
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,3,2024-03-08,32.0,17.2,24.6,43.0,38.0,0.0,0.4,21.0,9.2,1.8403833910659129
424_jpg.rf.a5d5314d7ac92df66cb03342d47f2cb6.jpg,0,2026-06-30,34.0,24.6,29.3,73.5,65.0,61.6,121.00000000000004,0.0,4.2,1.2532621307715024
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,0,2026-03-07,32.0,21.6,26.8,96.0,54.5,0.0,0.0,11.0,5.4,0.8721205992204573
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,1,2024-12-16,25.2,9.0,17.1,60.0,51.0,0.0,0.0,16.0,7.0,0.8677692520609387
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,2,2026-01-15,24.0,11.0,17.5,52.0,54.0,0.0,0.0,77.0,7.0,0.9399938782029768
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,3,2026-05-28,36.0,24.0,30.0,76.0,61.0,0.0,0.6000000000000213,12.0,9.0,1.336565493509089
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,4,2024-03-26,34.0,21.0,27.5,60.0,58.0,2.8,38.400000000000006,0.0,7.6,1.5052207858095978
45_jpg.rf.fa5fbfcd48731b06be3a2de3244bca6b.jpg,0,2026-08-06,31.5,24.5,28.0,88.0,73.5,26.6,87.50000000000003,0.0,0.0,0.7276365950690882
466_jpg.rf.2bf226b9df9e2d1f5e57c7479839159a.jpg,0,2025-08-31,33.5,26.0,29.75,88.0,73.5,0.0,17.4,2.0,8.5,0.8051504786093411
467_jpg.rf.9a8ad7ca8260a70159737ccd9a3c1137.jpg,0,2026-02-10,28.8,13.4,21.1,56.0,61.0,0.0,0.0,103.0,8.5,1.0384639435279415
467_jpg.rf.9a8ad7ca8260a70159737ccd9a3c1137.jpg,1,2025-12-24,23.5,13.5,18.5,80.0,49.5,0.0,0.0,55.0,0.0,0.7507464994069617
47_jpg.rf.73508c82b65be16613c1277b5cccea3d.jpg,0,2024-11-02,34.0,22.0,28.0,73.0,67.0,0.0,22.2,5.0,6.8,1.1339791091985791
47_jpg.rf.73508c82b65be16613c1277b5cccea3d.jpg,1,2024-12-19,26.8,13.4,20.1,65.0,48.0,0.0,0.0,19.0,6.0,1.023465881110698
47_jpg.rf.73508c82b65be16613c1277b5cccea3d.jpg,2,2024-04-12,33.8,21.5,27.65,63.0,51.0,0.0,1.6,17.0,4.3,1.5925389410180777
47_jpg.rf.73508c82b65be16613c1277b5cccea3d.jpg,3,2025-10-31,29.0,24.0,26.5,84.5,73.0,1.8,43.80000000000001,1.0,5.0,0.7356925012445379
480_jpg.rf.9784523e137722d1fd72708d40128e95.jpg,0,2025-03-01,34.5,21.8,28.15,90.0,55.0,0.0,0.0,69.0,5.5,1.048594129627449
487_jpg.rf.e819b2114fc8d079d3d5833f0da07cc5.jpg,0,2024-11-07,30.6,21.8,26.200000000000003,73.0,74.0,0.0,0.0,10.0,5.0,0.9013674515271043
487_jpg.rf.e819b2114fc8d079d3d5833f0da07cc5.jpg,1,2026-06-06,35.0,26.0,30.5,73.5,65.0,0.0,3.6000000000000214,6.0,4.2,1.3426308910542015
506_jpg.rf.12f1de229bed6d594eb8781e64e4873e.jpg,0,2025-02-21,29.5,18.0,23.75,91.0,61.0,0.0,0.0,61.0,0.0,0.7054642187357668
506_jpg.rf.12f1de229bed6d594eb8781e64e4873e.jpg,1,2024-10-25,27.0,23.0,25.0,100.0,95.0,88.0,92.2,0.0,0.0,0.07919444293767125
50_jpg.rf.b95d4c7065ae41c2cc64f77b3f2aa247.jpg,0,2024-04-20,41.5,25.0,33.25,31.0,32.0,0.0,0.0,25.0,9.0,3.4942643707073597
515_jpg.rf.5f392730cac28feff733ac5b3cca72da.jpg,0,2026-07-13,32.0,28.0,30.0,85.0,75.0,0.0,95.80000000000004,2.0,0.0,0.8486130117518025
515_jpg.rf.5f392730cac28feff733ac5b3cca72da.jpg,1,2024-07-22,33.2,26.8,30.0,89.0,75.0,10.8,40.599999999999994,0.0,5.6,0.7637517105766226
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,0,2025-03-07,31.8,16.0,23.9,57.0,30.0,0.0,0.0,75.0,9.0,1.6758206240518083
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,1,2026-03-13,36.5,24.0,30.25,84.0,54.5,0.0,0.0,17.0,4.6,1.3235688307271547
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,2,2024-01-21,23.0,12.5,17.75,78.0,81.0,0.0,0.0,21.0,0.0,0.4165123276737069
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,3,2024-06-06,38.0,27.2,32.6,81.0,73.0,0.0,19.6,1.0,8.8,1.13122769260054
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,4,2025-08-31,33.5,26.0,29.75,88.0,73.5,0.0,17.4,2.0,8.5,0.8051504786093411
531_jpg.rf.6d19830c7827e061abf03e79dfa45242.jpg,0,2025-04-15,34.8,22.0,28.4,76.0,61.0,0.0,23.6,2.0,6.2,1.2186920707065618
539_jpg.rf.526cac67e7de8c329ff55ee3aa35e475.jpg,0,2025-02-22,28.5,19.0,23.75,91.0,69.0,0.0,0.0,62.0,3.6,0.5878868489464723
539_jpg.rf.526cac67e7de8c329ff55ee3aa35e475.jpg,1,2024-03-28,35.5,25.2,30.35,85.0,65.0,0.0,2.8,2.0,6.4,1.0822481534756552
539_jpg.rf.526cac67e7de8c329ff55ee3aa35e475.jpg,2,2024-04-01,39.5,24.5,32.0,55.0,47.0,0.0,2.8,6.0,8.0,2.329839944168288
543_jpg.rf.0e0442a742630b65997ca3df37e79171.jpg,0,2026-05-29,36.0,26.0,31.0,76.0,61.0,0.0,0.0,13.0,3.5,1.4151665591023534
543_jpg.rf.0e0442a742630b65997ca3df37e79171.jpg,1,2025-10-08,32.2,24.5,28.35,92.0,73.0,1.8,59.40000000000001,4.0,4.2,0.6750884683770958
