image,whole_image_class,whole_sim,num_crops,crop_summary
265_jpg.rf.ca0be0e93b6af8eba3d6bd571eab3f79.jpg,Leaf-Hopper,0.5036,1,id0->Leaf Rust(0.529)
26_jpg.rf.e69178fb28afcbd15a901a3652fa4d24.jpg,Leaf-Hopper,0.4787,1,id3->Leaf-Hopper(0.544)
279_jpg.rf.ef8336b45e3d5f0923e52ade722b7a05.jpg,Leaf-Hopper,0.5412,2,id2->Leaf-Hopper(0.538); id2->Looper Caterpillar(0.497)
27_jpg.rf.69fff94b82a04306ad8cd11ec113575b.jpg,Leaf-Hopper,0.4871,1,id0->Leaf-Hopper(0.490)
282_jpg.rf.3046552d8409576d0aaa715673b83db5.jpg,Leaf-Hopper,0.4323,3,id3->Leaf-Hopper(0.534); id2->Leaf-Hopper(0.558); id2->Leaf-Hopper(0.500)
285_jpg.rf.b23dbace94f0952651c6824915a00814.jpg,Leaf-Hopper,0.4104,3,id0->Leaf Rust(0.479); id2->Leaf-Hopper(0.528); id2->Leaf-Hopper(0.556)
331_jpg.rf.24a79ee8141b88eb80f72edf099bbe5e.jpg,Leaf-Hopper,0.5123,2,id3->Leaf-Hopper(0.582); id3->Leaf-Hopper(0.515)
351_jpg.rf.f7ac082366b33fe538ae95ffb1c04c9f.jpg,Looper Caterpillar,0.4673,6,id3->Looper Caterpillar(0.420); id0->Looper Caterpillar(0.412); id0->Looper Caterpillar(0.544); id3->Looper Caterpillar(0.532); id3->Leaf-Hopper(0.406); id0->Leaf-Hopper(0.432)
359_jpg.rf.93bb2304d05004ab3048fe5079ac622f.jpg,Leaf-Hopper,0.3785,5,id0->Leaf-Hopper(0.556); id0->Leaf-Hopper(0.412); id0->Leaf-Hopper(0.301); id0->Looper Caterpillar(0.552); id0->Leaf-Hopper(0.526)
364_jpg.rf.7f6c9600c49af83d37e13d333d8c1eca.jpg,Leaf-Hopper,0.4443,4,id0->Leaf-blight(0.415); id0->Looper Caterpillar(0.498); id0->Leaf-Hopper(0.274); id0->Leaf-Hopper(0.278)
367_jpg.rf.7433d03d70d383cb91830e4b2bf60911.jpg,Looper Caterpillar,0.3059,2,id0->Leaf-blight(0.352); id0->Leaf-Hopper(0.357)
369_jpg.rf.5dd2edbd0057e2eb32a306c00f8361b5.jpg,Leaf-Hopper,0.3564,1,id0->Leaf-Hopper(0.573)
373_jpg.rf.9047ce78879859dca2a748770243f3f1.jpg,Leaf-Hopper,0.5024,4,id0->Leaf-Hopper(0.470); id0->Leaf-Hopper(0.539); id0->Leaf-Hopper(0.368); id0->Leaf-Hopper(0.481)
380_jpg.rf.ae140e24e98145b54b16cb1e1298a35a.jpg,Looper Caterpillar,0.5977,1,id0->Leaf-Hopper(0.537)
386_jpg.rf.9a65053864eb53e03cf55ef87b7af62d.jpg,Leaf-Hopper,0.4823,5,id0->Leaf-Hopper(0.471); id0->Leaf-Hopper(0.477); id0->Looper Caterpillar(0.463); id3->Looper Caterpillar(0.475); id0->Leaf-Hopper(0.460)
387_jpg.rf.7491bbbc65af744c81982a986a793297.jpg,Looper Caterpillar,0.397,3,id0->Leaf-Hopper(0.510); id0->Leaf-Hopper(0.569); id2->Leaf-Hopper(0.430)
388_jpg.rf.5eae3b30e4994eb8766bb267981125a1.jpg,Looper Caterpillar,0.4263,5,id0->Leaf Rust(0.527); id2->Leaf-Hopper(0.510); id0->Looper Caterpillar(0.441); id0->Looper Caterpillar(0.485); id0->Looper Caterpillar(0.466)
39_jpg.rf.2aa68b194530e4391a84e4ad0147e0a2.jpg,Leaf-Hopper,0.4702,2,id1->Leaf-Hopper(0.440); id1->Leaf-Hopper(0.556)
400_jpg.rf.6b9e448934ba1a91a3a1bce36469e8b1.jpg,Leaf-Hopper,0.4407,1,id2->Leaf-Hopper(0.434)
402_jpg.rf.d51237d925cd37819180c5e13e3a6e48.jpg,Leaf-Hopper,0.5319,2,id4->Leaf-Hopper(0.487); id4->Leaf-Hopper(0.510)
403_jpg.rf.004fb8c6273b7f12a402a72c736c6b36.jpg,Leaf-Hopper,0.5385,1,id3->Leaf-Hopper(0.590)
405_jpg.rf.c96985c1be19d0b3e8d8cde7b264b9eb.jpg,Leaf-Hopper,0.4006,1,id3->Leaf-Hopper(0.411)
409_jpg.rf.c79571e6fe5518fa6aa92563871dd6c9.jpg,Leaf-Hopper,0.4484,1,id2->Leaf-Hopper(0.536)
412_jpg.rf.eb0bfa4d285bdea5391c66203177de00.jpg,Leaf-Hopper,0.4532,1,id3->Leaf-Hopper(0.464)
414_jpg.rf.623507042c53c9d4ebc39e1548d3f5e9.jpg,Leaf-Hopper,0.4157,4,id2->Leaf Rust(0.495); id2->Leaf Rust(0.439); id0->Leaf Rust(0.430); id3->Leaf Rust(0.424)
41_jpg.rf.6de717237b5053a98d9254e7495c37b4.jpg,Leaf-Hopper,0.4649,4,id0->Looper Caterpillar(0.532); id3->Looper Caterpillar(0.544); id0->Looper Caterpillar(0.475); id0->Leaf-Hopper(0.566)
424_jpg.rf.a5d5314d7ac92df66cb03342d47f2cb6.jpg,Leaf-Hopper,0.4648,1,id3->Leaf-Hopper(0.479)
448_jpg.rf.61136c46f75c49655ffac20a7891ec97.jpg,Leaf-Hopper,0.4843,5,id3->Looper Caterpillar(0.449); id0->Looper Caterpillar(0.481); id3->Leaf-Hopper(0.510); id0->Leaf-Hopper(0.521); id3->Leaf-Hopper(0.489)
45_jpg.rf.fa5fbfcd48731b06be3a2de3244bca6b.jpg,Leaf-Hopper,0.5501,1,id3->Leaf-Hopper(0.581)
466_jpg.rf.2bf226b9df9e2d1f5e57c7479839159a.jpg,Looper Caterpillar,0.4689,1,id0->Leaf-Hopper(0.546)
467_jpg.rf.9a8ad7ca8260a70159737ccd9a3c1137.jpg,Looper Caterpillar,0.5519,2,id0->Looper Caterpillar(0.517); id3->Looper Caterpillar(0.531)
47_jpg.rf.73508c82b65be16613c1277b5cccea3d.jpg,Leaf-Hopper,0.5129,4,id3->Leaf-Hopper(0.560); id3->Looper Caterpillar(0.554); id0->Looper Caterpillar(0.571); id0->Leaf-blight(0.397)
480_jpg.rf.9784523e137722d1fd72708d40128e95.jpg,Leaf-Hopper,0.4967,1,id3->Leaf-Hopper(0.510)
487_jpg.rf.e819b2114fc8d079d3d5833f0da07cc5.jpg,Leaf-Hopper,0.4173,2,id3->Leaf-Hopper(0.618); id3->Leaf-Hopper(0.572)
506_jpg.rf.12f1de229bed6d594eb8781e64e4873e.jpg,Leaf-Hopper,0.4134,2,id0->Looper Caterpillar(0.429); id0->Leaf-Hopper(0.421)
50_jpg.rf.b95d4c7065ae41c2cc64f77b3f2aa247.jpg,Looper Caterpillar,0.4046,1,id0->Looper Caterpillar(0.520)
515_jpg.rf.5f392730cac28feff733ac5b3cca72da.jpg,Leaf-Hopper,0.404,2,id0->Looper Caterpillar(0.503); id0->Looper Caterpillar(0.473)
520_jpg.rf.ebd7c142286cf0b3139636e76c4234f1.jpg,Leaf-Hopper,0.5481,5,id3->Leaf-Hopper(0.542); id3->Leaf-Hopper(0.414); id3->Leaf-Hopper(0.435); id3->Leaf-Hopper(0.469); id3->Leaf-Hopper(0.504)
531_jpg.rf.6d19830c7827e061abf03e79dfa45242.jpg,Leaf-Hopper,0.4835,1,id3->Leaf-Hopper(0.514)
539_jpg.rf.526cac67e7de8c329ff55ee3aa35e475.jpg,Leaf-Hopper,0.3794,3,id3->Leaf-Hopper(0.465); id3->Leaf-Hopper(0.376); id3->Leaf-Hopper(0.464)
543_jpg.rf.0e0442a742630b65997ca3df37e79171.jpg,Leaf-Hopper,0.5077,3,id3->Leaf-Hopper(0.560); id3->Leaf-Hopper(0.682); id3->Leaf-Hopper(0.550)
54_jpg.rf.5fe58d30ddd3fde8be4700c1b6777b2f.jpg,Looper Caterpillar,0.5258,1,id0->Looper Caterpillar(0.538)
552_jpg.rf.341af952d6d5a389dff1bb3949103272.jpg,Leaf-Hopper,0.4086,3,id3->Leaf-Hopper(0.580); id3->Leaf-Hopper(0.538); id3->Leaf-Hopper(0.542)
553_jpg.rf.5e62d47457d6dc9c7570fdb098bbd828.jpg,Leaf-Hopper,0.5014,1,id0->Leaf-Hopper(0.581)
564_jpg.rf.97513e79386b4843de3f18f3099f62e1.jpg,Leaf-Hopper,0.2707,2,id0->Leaf Rust(0.474); id2->Leaf Rust(0.454)
567_jpg.rf.f7b3a1d0e79660f7a3d78e295687f9c6.jpg,Looper Caterpillar,0.5184,2,id0->Leaf-Hopper(0.514); id0->Leaf-Hopper(0.440)
568_jpg.rf.65e5838ccac00268522e50c452baad0f.jpg,Looper Caterpillar,0.5433,5,id0->Looper Caterpillar(0.571); id2->Looper Caterpillar(0.574); id3->Looper Caterpillar(0.577); id0->Leaf-Hopper(0.531); id2->Leaf-Hopper(0.520)
569_jpg.rf.109573ff6acb2230cc240fb55864c56e.jpg,Looper Caterpillar,0.4773,1,id0->Leaf-Hopper(0.485)
580_jpg.rf.c214a7a95c6b9eddb2c39232a2dbf7b9.jpg,Leaf-Hopper,0.428,6,id2->Leaf Rust(0.438); id3->Looper Caterpillar(0.493); id2->Leaf Rust(0.256); id2->Looper Caterpillar(0.446); id3->Looper Caterpillar(0.462); id0->Looper Caterpillar(0.430)
588_jpg.rf.68d2b269703b3010763b920caa4ee89a.jpg,Leaf-Hopper,0.3946,1,id2->Leaf Rust(0.506)
596_jpg.rf.236d96da50ec6bbea83263c67fc929b2.jpg,Leaf-Hopper,0.4983,5,id2->Leaf-Hopper(0.488); id3->Leaf-Hopper(0.516); id3->Leaf Rust(0.542); id2->Leaf Rust(0.540); id2->Leaf-Hopper(0.455)
5_jpg.rf.e58495de274e2d8d4e62587e73db7f5e.jpg,Leaf-Hopper,0.4253,2,id0->Leaf-Hopper(0.437); id3->Leaf-Hopper(0.442)
607_jpg.rf.6df1653afc50b9d0d1af8b62470adfec.jpg,Looper Caterpillar,0.5431,2,id3->Leaf-Hopper(0.628); id3->Looper Caterpillar(0.537)
68_jpg.rf.e7294d4fac411371df3144a61bcacc0e.jpg,Leaf-Hopper,0.5992,2,id0->Leaf Rust(0.577); id3->Leaf Rust(0.572)
80_jpg.rf.57f0b5175a4aa0b217b5fa8f69962546.jpg,Leaf-Hopper,0.5243,1,id1->Leaf-Hopper(0.580)
86_jpg.rf.0db4a80b5735c8cc23f6a4b239c632ae.jpg,Looper Caterpillar,0.4943,1,id0->Looper Caterpillar(0.557)
94_jpg.rf.3c3b013186ee2eb6f11d63f9a9ccd690.jpg,Leaf-Hopper,0.4333,1,id3->Leaf-Hopper(0.620)
IMG_0347_JPG_jpg.rf.de6c525446575a4ece45b125296856de.jpg,Leaf-Hopper,0.5625,2,id4->Leaf-Hopper(0.554); id4->Mosquito bug(0.502)
IMG_0429_jpg.rf.51bfb43d724982812763f5dec8420dc2.jpg,Leaf-Hopper,0.4654,1,id0->Leaf-Hopper(0.510)
IMG_07_jpeg.rf.4fade831d10a1f12ec2c0890dc0d2d82.jpg,Leaf-Hopper,0.4925,2,id0->Leaf-Hopper(0.448); id0->Looper Caterpillar(0.473)
IMG_0833_JPG_jpg.rf.323506f411908a12b2956e82d3e76af5.jpg,Leaf-Hopper,0.4893,1,id2->Leaf-Hopper(0.517)
IMG_1201_JPG_jpg.rf.af2eb463b3b85ff988406b38b025840d.jpg,Leaf-Hopper,0.4865,1,id4->Leaf-Hopper(0.578)
IMG_1401_JPG_jpg.rf.6658314bb01414540c2590a1d63bf9bd.jpg,Leaf-Hopper,0.5279,1,id4->Leaf-Hopper(0.508)
IMG_1454_JPG_jpg.rf.893e68d7fbf9c73138ae08d3d8fbc948.jpg,Leaf-Hopper,0.5331,3,id4->Leaf-blight(0.389); id4->Leaf-Hopper(0.581); id4->Leaf-Hopper(0.455)
IMG_1460_JPG_jpg.rf.b19cd97e2c8e2961a8c6cb1cb24352cc.jpg,Leaf-Hopper,0.476,1,id4->Leaf-blight(0.396)
IMG_1538_JPG_jpg.rf.d8f4443372807660075619ea2daabaeb.jpg,Leaf-Hopper,0.5054,1,id4->Leaf-Hopper(0.386)
IMG_15_04_jpeg.rf.3511e3d889ff1f917bb7614d82030909.jpg,Leaf-Hopper,0.3208,3,id0->Leaf-Hopper(0.369); id0->Leaf-Hopper(0.330); id0->Leaf-Hopper(0.407)
IMG_15_09_jpeg.rf.70195fe0f70d0e2113a4ef47817bcf3b.jpg,Leaf-Hopper,0.405,3,id3->Leaf-Hopper(0.471); id3->Leaf-Hopper(0.394); id3->Leaf-Hopper(0.497)
IMG_15_14_jpeg.rf.cfdca06be6df3c7d49e3b3d98c935a05.jpg,Leaf-Hopper,0.4108,1,id0->Looper Caterpillar(0.556)
IMG_15_18_jpeg.rf.68243cab6d57a72d821f06e2911aaca0.jpg,Leaf-Hopper,0.457,1,id2->Leaf-Hopper(0.526)
IMG_15_23_jpeg.rf.e208f698cca4e4d7f9e335b1b65d0a4d.jpg,Leaf-Hopper,0.5066,2,id3->Looper Caterpillar(0.615); id3->Leaf-Hopper(0.593)
IMG_15_jpeg.rf.c98ad1c650db78340c2b48b38d12a775.jpg,Leaf-Hopper,0.3971,1,id0->Leaf-Hopper(0.483)
IMG_20230612_152611_jpg.rf.dd2930ae2b4ae5eb6fe3bb3607deb274.jpg,Leaf-Hopper,0.5446,1,id2->Leaf-Hopper(0.595)
IMG_20230612_154227_jpg.rf.8fce569a11cb951ac0ea8f8a9ed7656f.jpg,Leaf-Hopper,0.5947,4,id2->Leaf-Hopper(0.616); id2->Leaf-Hopper(0.618); id2->Leaf-Hopper(0.597); id2->Leaf-Hopper(0.547)
IMG_20230612_154254_jpg.rf.bd8019f8d572ece99fa5851f3da90ae2.jpg,Looper Caterpillar,0.5642,1,id0->Leaf-Hopper(0.534)
IMG_20230612_154300_jpg.rf.45f70ffc92df648a7f0524abf0f79c04.jpg,Looper Caterpillar,0.5138,1,id0->Leaf-Hopper(0.554)
IMG_20230612_155121_jpg.rf.aaadda0aa5c2ccd9cbf388d08b29468b.jpg,Leaf-Hopper,0.5443,1,id2->Leaf-Hopper(0.545)
IMG_20230612_155953_jpg.rf.06e23caa299d0f127db2c2dc845e7706.jpg,Leaf-Hopper,0.5309,1,id2->Leaf Rust(0.586)
IMG_20230612_160342_jpg.rf.06208f8783b7758c2928e95c474627f9.jpg,Looper Caterpillar,0.6294,2,id2->Leaf-Hopper(0.488); id0->Leaf-Hopper(0.554)
IMG_20230612_160945_jpg.rf.92ea29c0b5a59326062c2e1c1599240f.jpg,Leaf-Hopper,0.5814,1,id0->Leaf-Hopper(0.577)
IMG_20230612_161120_jpg.rf.7e517fb0460f8edf4f1254c9aad638c2.jpg,Looper Caterpillar,0.5323,2,id2->Looper Caterpillar(0.553); id2->Leaf-Hopper(0.469)
IMG_20230612_161606_jpg.rf.d8cf7baeaf657a78f4141fa562188d79.jpg,Leaf-Hopper,0.4496,1,id0->Leaf-Hopper(0.533)
IMG_20230612_161957_jpg.rf.82a5a0c221c10529487b23b82dc12b8d.jpg,Leaf-Hopper,0.5973,2,id2->Leaf Rust(0.582); id2->Leaf-Hopper(0.431)
IMG_20230612_162542_jpg.rf.dccb0872097d9302a9b22456d1298a08.jpg,Leaf-Hopper,0.5672,1,id2->Leaf-Hopper(0.601)
IMG_20230612_164136_jpg.rf.15ee0cf2ebeec7d9e5750b5c3a1e3fa0.jpg,Leaf-Hopper,0.5697,1,id0->Leaf-Hopper(0.569)
IMG_20230612_164703_jpg.rf.5f92245e3a0fa9f85bbc6fd4c287ccaa.jpg,Leaf-Hopper,0.5472,1,id2->Leaf-Hopper(0.559)
IMG_20230612_165931_jpg.rf.661f952e93cdd24a9fa87b7d23961a32.jpg,Looper Caterpillar,0.548,2,id2->Leaf-Hopper(0.568); id2->Leaf-Hopper(0.603)
IMG_20230612_171506_jpg.rf.b1d41c10140869660bfa2bc3cb111dea.jpg,Leaf-Hopper,0.5803,1,id2->Leaf-Hopper(0.563)
IMG_20230612_171649_jpg.rf.2666aec2f144deb86b46990537e67e24.jpg,Leaf-Hopper,0.5944,1,id2->Leaf-Hopper(0.585)
IMG_20230612_172416_jpg.rf.565a2055e84b173c6c06b5e48812951a.jpg,Leaf-Hopper,0.6286,1,id2->Leaf-Hopper(0.619)
IMG_20230612_172840_jpg.rf.6265dc6eaa69bb36221ed890006f2f96.jpg,Leaf Rust,0.6047,1,id2->Leaf Rust(0.560)
IMG_20230624_101122_jpg.rf.5eaec8974e8cc02272c1df4a2ac66ff5.jpg,Leaf-Hopper,0.5514,1,id0->Leaf-Hopper(0.548)
IMG_20230624_101122_jpg.rf.8e32454ba74e53d7d28ef261055988d0.jpg,Leaf-Hopper,0.5704,3,id0->Leaf-Hopper(0.521); id0->Leaf-Hopper(0.621); id2->Looper Caterpillar(0.517)
IMG_20230624_105052_jpg.rf.d9a21c29ee311de35cd9337b7db44d6d.jpg,Looper Caterpillar,0.5464,1,id2->Looper Caterpillar(0.533)
IMG_20230624_162153_jpg.rf.3e5250cad55d240bf9234f830c0993f1.jpg,Leaf-Hopper,0.4535,1,id0->Leaf-Hopper(0.525)
IMG_20230624_162157_jpg.rf.2b3bbe7b3e12094e390176d99e30400c.jpg,Leaf-Hopper,0.4835,1,id0->Leaf-Hopper(0.530)
IMG_20230624_162956_jpg.rf.952142da0685803b28993c3d90e627b9.jpg,Looper Caterpillar,0.5915,1,id0->Looper Caterpillar(0.588)
IMG_20230624_163513_jpg.rf.ad80359bd27f008d79ad83ac2a05ddbc.jpg,Leaf-Hopper,0.5729,1,id2->Looper Caterpillar(0.584)
IMG_20230624_163929_jpg.rf.ef8b79d7a82a38b04450f127d302b540.jpg,Looper Caterpillar,0.6044,1,id2->Leaf-Hopper(0.608)
IMG_20230624_164326_jpg.rf.18c1a39ae9582263e248be3b595a226a.jpg,Leaf-Hopper,0.5008,1,id2->Leaf-Hopper(0.570)
IMG_20250318_152151_jpg.rf.08b8e00fd0b43aad09c825e2f6c94db0.jpg,Leaf-Hopper,0.5854,3,id4->Leaf-Hopper(0.464); id4->Leaf-Hopper(0.520); id4->Leaf-Hopper(0.500)
IMG_20250319_131043_jpg.rf.b14cc14c21ffb25cb98c53ef564ff797.jpg,Leaf-Hopper,0.4855,2,id4->Looper Caterpillar(0.528); id4->Leaf-Hopper(0.471)
IMG_20250319_131402_jpg.rf.c2a6dd321a59347ce12f462a1df72cf5.jpg,Leaf-Hopper,0.574,2,id4->Leaf-blight(0.469); id4->Leaf-Hopper(0.498)
IMG_20250319_132117_jpg.rf.b7cb89c2664d8aa24229a54e68bd5de9.jpg,Leaf-Hopper,0.5187,1,id4->Leaf-Hopper(0.547)
IMG_20250320_150048_jpg.rf.3eddcee4af4eed354b79bf80183b559a.jpg,Looper Caterpillar,0.4977,1,id4->Looper Caterpillar(0.474)
IMG_20250320_150436_jpg.rf.ed5fdfdf2b35bef601f9197841881aac.jpg,Leaf-Hopper,0.5394,2,id4->Leaf-Hopper(0.595); id4->Leaf-Hopper(0.460)
IMG_20250320_150537_jpg.rf.ac683f270d74a2c76a9962a4972f999b.jpg,Leaf-Hopper,0.4706,1,id4->Leaf-blight(0.421)
IMG_20250320_150827_jpg.rf.926e156b3091e045b54d9711b242d416.jpg,Leaf-Hopper,0.6564,1,id4->Leaf-Hopper(0.473)
IMG_20250320_150927_jpg.rf.3069b53a038a295e080acd10708ddff6.jpg,Leaf-Hopper,0.5985,1,id4->Leaf-Hopper(0.560)
IMG_20250320_151108_jpg.rf.c76872ab6c054ff2cc17954f9474c4e3.jpg,Mosquito bug,0.4648,2,id4->Mosquito bug(0.466); id4->Mosquito bug(0.383)
IMG_20250320_151422_jpg.rf.e83c35293eef3911ba86a21f0d8d1b5b.jpg,Leaf-Hopper,0.6615,1,id4->Looper Caterpillar(0.658)
IMG_20250320_153222_jpg.rf.05c717e3cb4c003335804c9066dca8dd.jpg,Looper Caterpillar,0.5701,2,id4->Looper Caterpillar(0.584); id4->Leaf-Hopper(0.441)
IMG_20250320_153648_jpg.rf.38757d13867f324f85065afe9c36d339.jpg,Leaf-Hopper,0.6042,1,id4->Leaf Rust(0.413)
IMG_20250320_154042_jpg.rf.2967721c07c8a01bbd60e64571d725ae.jpg,Looper Caterpillar,0.5769,1,id4->Looper Caterpillar(0.543)
IMG_20250320_154208_jpg.rf.0aa927c5039862413524c4490da8e6d3.jpg,Leaf-Hopper,0.6033,1,id4->Leaf-Hopper(0.513)
IMG_20250320_154437_jpg.rf.68caf3c603aa5c7e6a3ad7a13910c70e.jpg,Leaf-Hopper,0.6783,1,id4->Leaf-Hopper(0.646)
IMG_20250320_154607_jpg.rf.6e3eb3df84d4683a8da046169fc8fe39.jpg,Leaf-blight,0.5059,3,id4->Leaf-Hopper(0.432); id4->Leaf Rust(0.495); id4->Looper Caterpillar(0.495)
IMG_20250320_154750_jpg.rf.96df03f4296d5303b3237bce593a96f4.jpg,Leaf-Hopper,0.5438,1,id4->Leaf-Hopper(0.570)
IMG_20250320_155115_jpg.rf.9c5083cbd94e916e6a9c28891c82d04a.jpg,Leaf-Hopper,0.5601,1,id4->Looper Caterpillar(0.500)
IMG_20250320_155736_jpg.rf.a70bc3cd531d3016785bec90c5599fb6.jpg,Looper Caterpillar,0.563,2,id4->Looper Caterpillar(0.563); id4->Leaf-Hopper(0.474)
IMG_20250321_115433_jpg.rf.44cf88824f9100bdaadcad95dfd5bfce.jpg,Leaf-Hopper,0.5428,1,id4->Leaf-Hopper(0.664)
IMG_20250321_115743_jpg.rf.fc7f2a35deb2201b79f72ef4c859bf97.jpg,Leaf-Hopper,0.5724,1,id4->Looper Caterpillar(0.645)
IMG_20250321_121509_jpg.rf.2ed3e6fbd77867335075cde389f516f5.jpg,Looper Caterpillar,0.4971,1,id4->Leaf-Hopper(0.530)
IMG_20250321_121520_jpg.rf.6e82e5d814481f8386ac902f629db61c.jpg,Leaf-Hopper,0.518,2,id4->Leaf-Hopper(0.609); id4->Leaf-Hopper(0.575)
IMG_20250321_122940_jpg.rf.19d1e482b84e1a6ce554eab2d768f175.jpg,Leaf-Hopper,0.5988,1,id4->Leaf-Hopper(0.576)
IMG_2490_JPG_jpg.rf.b9188df57a13880ada88775d3307d215.jpg,Leaf-Hopper,0.4999,1,id4->Leaf-Hopper(0.494)
IMG_2519_JPG_jpg.rf.b4b404aee0d9c695603fc9f07929f28a.jpg,Leaf-Hopper,0.5064,1,id4->Leaf-Hopper(0.486)
IMG_2537_JPG_jpg.rf.dfb129f2350e574db5fbd3942c3a5fec.jpg,Leaf-Hopper,0.4324,1,id4->Leaf-Hopper(0.457)
IMG_2674_JPG_jpg.rf.37ff83c55e721d9401c078a57ed79936.jpg,Leaf-Hopper,0.4432,1,id4->Leaf-Hopper(0.439)
IMG_2730_JPG_jpg.rf.7456438e17e6defb6069ffda1a67c5a4.jpg,Looper Caterpillar,0.485,2,id4->Leaf-Hopper(0.500); id4->Looper Caterpillar(0.435)
