num_clients,seed,round,macro_f1,accuracy,nll,ece,elapsed_seconds
3,123,8,0.893911421911422,0.9459459459459459,0.3693413734436035,0.24555972661520986,6.852691900001446
3,2026,1,0.90988862988863,0.9594594594594594,0.3227989673614502,0.1815651445775419,6.724375900001178
3,2026,2,0.8991045991045992,0.9459459459459459,0.396049827337265,0.2257629713496646,8.157478000000992
3,2026,3,0.8991045991045992,0.9459459459459459,0.37672552466392517,0.2145307885633933,9.258780399999523
3,2026,4,0.90988862988863,0.9594594594594594,0.356159508228302,0.2245815170777811,7.930263199999899
3,2026,5,0.90988862988863,0.9594594594594594,0.34672462940216064,0.2067843804488311,8.437447000000247
3,2026,6,0.90988862988863,0.9594594594594594,0.3410034775733948,0.21011243841132604,6.4339457000005496
3,2026,7,0.90988862988863,0.9594594594594594,0.3453628718852997,0.21548325709394509,6.065454699999464
3,2026,8,0.90988862988863,0.9594594594594594,0.3608815670013428,0.2217810552667927,5.701860799999849
5,42,1,0.8991045991045992,0.9459459459459459,0.35634610056877136,0.18909635777409012,6.165953399999125
5,42,2,0.8991045991045992,0.9459459459459459,0.38239356875419617,0.21790398133767622,6.468957999999475
5,42,3,0.8991045991045992,0.9459459459459459,0.3627197742462158,0.198760235229054,7.261823499999082
5,42,4,0.9692653258690995,0.9594594594594594,0.41883763670921326,0.2508791946881527,6.714085499999783
5,42,5,0.8991045991045992,0.9459459459459459,0.3739575147628784,0.21452203473529302,7.852785500001119
5,42,6,0.90988862988863,0.9594594594594594,0.3589596152305603,0.22178955980249354,8.082850900000267
5,42,7,0.90988862988863,0.9594594594594594,0.3448430299758911,0.19355547387857694,6.823580700000093
5,42,8,0.90988862988863,0.9594594594594594,0.37402594089508057,0.22223033695607572,7.060570699999516
5,123,1,0.8991045991045992,0.9459459459459459,0.33147746324539185,0.18550529592746015,6.0709939999997005
5,123,2,0.90988862988863,0.9594594594594594,0.3278757631778717,0.18890391330461245,6.3011821000000054
5,123,3,0.8991045991045992,0.9459459459459459,0.3892441391944885,0.23648584976389603,6.199819299999945
5,123,4,0.8857064884433307,0.9324324324324325,0.3978562653064728,0.21835613049365382,6.320525099999941
5,123,5,0.90988862988863,0.9594594594594594,0.3295396864414215,0.20637321955448873,7.556464600000254
5,123,6,0.90988862988863,0.9594594594594594,0.2989664375782013,0.18972719883596573,7.265184100000624
5,123,7,0.90988862988863,0.9594594594594594,0.3321620225906372,0.20844012176668325,6.710335900001155
5,123,8,0.90988862988863,0.9594594594594594,0.32494744658470154,0.20622561670638417,6.7041751999986445
5,2026,1,0.90988862988863,0.9594594594594594,0.31836265325546265,0.19042516962901965,6.7600990000009915
5,2026,2,0.90988862988863,0.9594594594594594,0.3633812367916107,0.20958587970282583,6.801767799999652
5,2026,3,0.8991045991045992,0.9459459459459459,0.3877637982368469,0.223878021578531,7.163798899999165
5,2026,4,0.90988862988863,0.9594594594594594,0.36908844113349915,0.2258852933709686,7.310359799999787
5,2026,5,0.90988862988863,0.9594594594594594,0.3635498285293579,0.21558397484792247,6.754167799999777
5,2026,6,0.90988862988863,0.9594594594594594,0.30541402101516724,0.18897236360085978,8.603737999999794
5,2026,7,0.90988862988863,0.9594594594594594,0.3415912985801697,0.20614215610800565,9.500972800000454
5,2026,8,0.90988862988863,0.9594594594594594,0.31689247488975525,0.19759541306946732,8.098769599999287
8,42,1,0.90988862988863,0.9594594594594594,0.3490646779537201,0.21100407718001185,7.668257499999527
8,42,2,0.8991045991045992,0.9459459459459459,0.33998775482177734,0.18966954382690224,8.305254999999306
8,42,3,0.8991045991045992,0.9459459459459459,0.35393109917640686,0.18917146445931618,6.850144899999577
8,42,4,0.8991045991045992,0.9459459459459459,0.3436051309108734,0.20604406740214373,7.343383499999618
8,42,5,0.8991045991045992,0.9459459459459459,0.3636362850666046,0.20024501431632688,9.123929600000338
8,42,6,0.90988862988863,0.9594594594594594,0.3143942952156067,0.19034401548875346,6.86159470000166
8,42,7,0.90988862988863,0.9594594594594594,0.3315063714981079,0.20446316817322294,8.021945399999822
8,42,8,0.90988862988863,0.9594594594594594,0.2936823070049286,0.17648461581887426,8.501473599999372
8,123,1,0.90988862988863,0.9594594594594594,0.34160780906677246,0.2045208123084661,7.943651900000987
8,123,2,0.8991045991045992,0.9459459459459459,0.3592972755432129,0.2037581571856061,6.264087700001255
8,123,3,0.8991045991045992,0.9459459459459459,0.3849465548992157,0.22109202114311424,6.287691200001063
8,123,4,0.8991045991045992,0.9459459459459459,0.402785062789917,0.23110001151626178,6.091025499999887
8,123,5,0.8991045991045992,0.9459459459459459,0.40642794966697693,0.23549458424787265,7.25587059999998
8,123,6,0.8991045991045992,0.9459459459459459,0.3969959318637848,0.21949657797813416,7.301693800000066
8,123,7,0.8991045991045992,0.9459459459459459,0.3796875774860382,0.21267788353803996,6.441870200000267
8,123,8,0.90988862988863,0.9594594594594594,0.35979413986206055,0.20775267723444346,6.42738190000091
8,2026,1,0.8991045991045992,0.9459459459459459,0.34931492805480957,0.19832767989184405,6.443199400000594
8,2026,2,0.8991045991045992,0.9459459459459459,0.34877920150756836,0.19577159269435987,7.055328799999188
8,2026,3,0.8991045991045992,0.9459459459459459,0.3695986866950989,0.21283163130283358,6.4275004000010085
8,2026,4,0.90988862988863,0.9594594594594594,0.3411561846733093,0.20798512044790632,6.614585799999986
8,2026,5,0.90988862988863,0.9594594594594594,0.32825183868408203,0.19206171341844505,6.417126599999392
8,2026,6,0.90988862988863,0.9594594594594594,0.3522649109363556,0.2164402821579495,6.516929200000959
8,2026,7,0.90988862988863,0.9594594594594594,0.32861748337745667,0.20304111733629895,6.8748323999989225
8,2026,8,0.90988862988863,0.9594594594594594,0.32165542244911194,0.19664864644810964,6.567436699999234
